records,rec,resultID,header,shortDbName,longDbName,uiTerm,controlInfo,bkinfo,btl,isbn,type,sertl,jinfo,jtl,issn,type,pubinfo,dt,year,month,day,vid,iid,place,artinfo,ui,type,ppf,ppct,formats,fmt,type,size,tig,atl,aug,au,affil,sug,subj,type,ab,pubtype,doctype,pages,su,language,code,revinfo,dissinfo,disstl,degree,dissinst,displayInfo,pLink,url
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HUMAN-animal relationships,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wittenberg, Eve",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lamarand, Kara",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Prosser, Lisa A.",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fertility; Family Planning; Child Care; Children; Youth,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Parmet, Wendy E.",,,EBOLA virus disease,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"JD. Mathews University Distinguished Professor of Law and Professor of Public Policy and Urban Affairs, Northeastern University, Boston, MA, USA",,HIV infection epidemiology,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MEDICAL laws&legislation,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PUBLIC health laws,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PDF,632KB,,,,"Schwartz, Joel",,,MEDICAL research,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Research fellow, Hudson Institute, Washington, D.C.",,POLICY sciences,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FEDERAL aid to medical research,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMMUNICABLE diseases -- Prevention,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MEDICAL care -- United States,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PDF,193KB,,,,,,,COMMUNICABLE diseases,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HEALTH behavior,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECONOMICS -- Mexico,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MEXICO -- Economic conditions,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INFECTIOUS disease transmission,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AEDES aegypti,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLAVIVIRUSES,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANIMALS as carriers of disease,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"FOY, Brian",unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"KOBYLINSKI, Kevin",unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stremlau, Matthew",,,LASSA fever -- Diagnosis,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Andersen, Kristian G.",,,MARBURG virus disease,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Schaffner, Stephen F.",,,EBOLA virus disease -- Diagnosis,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bjornson, Zach",,,HEMORRHAGIC fever -- Diagnosis,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rubins, Kathleen",,,EMERGING infectious diseases,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hensley, Lisa",,,SEROPREVALENCE,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"McCormick, Joseph B.",,,VIRAL transmission,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lander, Eric. S.",,,VIRAL evolution,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Garry, Robert F.",,,ADAPTATION (Biology),unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Happi, Christian",,,HUMAN genome,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sabeti, Pardis C.",,,EPIDEMIOLOGY -- Africa,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Schulkind, Lisa",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shapiro, Teny Maghakian",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health Behavior,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fertility; Family Planning; Child Care; Children; Youth,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lawler, Emily C.",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Model Construction and Estimation,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health Behavior,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOVINE spongiform encephalopathy -- Transmission,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PUBLIC health,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PATHOGENIC microorganisms,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANIMALS as carriers of disease,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INFECTIOUS disease transmission,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZOONOSES,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kuzawa, Christopher W.",,,PUBLIC health,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"McDade, Thomas",,,EPIDEMIOLOGY,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Armelagos, George J.",,,DISEASES -- Causes&theories of causation,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDUSTRIALIZATION,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MORTALITY,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SARS (Disease),unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ETIOLOGY of SARS,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EPIDEMIOLOGICAL research,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CORONAVIRUS diseases,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CORONAVIRUSES,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VIRAL mutation,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZOONOSES,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VIRUS diseases,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MEDICAL virology,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EPIDEMIOLOGY -- India,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZOONOSES,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMMUNICABLE disease epidemiology,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hagerman, Amy D.",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thompson, Jada M.",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kopral, Christine A.",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Empirical Studies of Trade,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food; Beverages; Cosmetics; Tobacco; Wine and Spirits,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agriculture: Aggregate Supply and Demand Analysis; Prices,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agricultural R&D; Agricultural Technology; Biofuels; Agricultural Extension Services,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agriculture in International Trade,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Andersson, Yvonne",,,EMERGING infectious diseases,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Suk, Jonathan E.",,,INFECTIOUS disease transmission,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sudre, Bertrand",,,CHIKUNGUNYA,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Semenza, Jan C.",,,WEST Nile fever,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Office of the Chief Scientist, European Centre for Disease Prevention and Control, SE-171 83 Stockholm, Sweden",,DENGUE,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PUBLIC health surveillance,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HEALTH risk assessment,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVIRONMENTALLY induced diseases,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLIMATE change,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GLOBALIZATION&the environment,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PUBLIC health -- Europe,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health and Economic Development,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Economic History: Labor and Consumers, Demography, Education, Health, Welfare, Income, Wealth, Religion, and Philanthropy: Europe: Pre-1913",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Economic History: Labor and Consumers, Demography, Education, Health, Welfare, Income, Wealth, Religion, and Philanthropy: Europe: 1913-",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Regional and Urban History: Europe: Pre-1913,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Regional and Urban History: Europe: 1913-,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Regional Economic Activity: Growth, Development, Environmental Issues, and Changes",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Di Maro, Vincenzo",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Parent, Katie",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health: Government Policy; Regulation; Public Health,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wikle, Christopher K.",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Goba, Augustine",,,NUCLEOTIDE sequence -- Research,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Andersen, Kristian G.",,,VIRAL transmission,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sealfon, Rachel S. G.",,,EBOLA viral disease transmission,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Park, Daniel J.",,,VIRAL variation,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kanneh, Lansana",,,VIRAL mutation,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jalloh, Simbirie",,,VIRAL evolution,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Momoh, Mambu",,,EPIDEMIOLOGY -- West Africa,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fiillah, Mohamed",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dudas, Gytis",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wohl, Shirlee",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Moses, Lina M.",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yozwiak, Nathan L.",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Winnicki, Sarah",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Matranga, Christian B.",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Malboeuf, Christine M.",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Qu, James",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gladden, Adrianne D.",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Schaffner, Stephen F.",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Xiao Yang,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Broad Institute of MIT and Harvard, Cambridge, MA 02142, USA",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kenema Government Hospital, Kenema, Sierra Leone",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Computer Science and Artificial Intelligence Laboratory, Massachusetts Institute of Technology, Cambridge, MA 02139, USA",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eastern Polytechnic College, Kenema, Sierra Leone",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Institute of Evolutionary Biology, University of Edinburgh, Edinburgh EH9 3JT, UK",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Systems Biology, Harvard Medical School, Boston, MA 02115, USA",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tulane University Medical Center, New Orleans, LA 70112, USA",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health Behavior,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health: Government Policy; Regulation; Public Health,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEW York (N.Y.),geo,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEW York (State),geo,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIRD diseases,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIRDS as carriers of disease,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POULTRY diseases,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIRD conservation,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMMUNICABLE diseases,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REPORTING of diseases,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VETERINARY epidemiology,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee, Antoinette M.",,,CHINA,geo,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vinci Cheung,,,SOCIAL workers,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cheung, Chariton",,,HUMAN services personnel,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tsang, Kenneth W. T.",,,COMMUNICABLE diseases,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sham, Pak C.",,,SARS (Disease),unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chua, Siew E.",,,RESPIRATORY diseases,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wong, Josephine G. W. S.",,,CORONAVIRUS diseases,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cheung, Vinci",,,EPIDEMICS,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cheung, Charlton",,,MENTAL depression,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Honorary Clinical Associate Professor, Department of Medicine, University of Hong Kong, Queen Mary Hospital, Pokfulam, Hong Kong SAR, China",,STRESS (Psychology),unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chair, Department of Psychiatry, University of Hong Kong, Queen Mary Hospital, Pokfulam, Hong Kong SAR, China",,MEDICAL care,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Professor in Psychiatric Genomics, Department of Psychiatry, University of Hong Kong, Queen Mary Hospital, Pokfulam, Hong Kong SAR, China",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Objectif: Évaluer la santé psychologique immédiate et prolongée des travailleurs de la santé qui étaient à haut risque d'exposition durant l'épidémie du syndrome respiratoire aigu sévère (SRAS). Méthodes : Au plus fort de l'épidémie du SRAS en 2003, nous avons évalué les travailleurs de la santé de 2 hôpitaux généraux de soins actifs de Hong Kong, à l'aide de l'échelle de stress perçu en 10 items (PSS-10). Un an plus tard, nous avons réévalué ces travailleurs avec la PSS-10, l'échelle de dépression et d'anxiété en 21 items (DASS-21) et l'échelle des répercussions d'événements révisée (IES-R). Nous avons recruté des travailleurs de la santé à risque élevé qui pratiquaient la médecine respiratoire et nous les avons comparés avec des travailleurs de la médecine non respiratoire, qui formaient le groupe témoin de travailleurs de la sante a faible risque. Résultats : En 2003, les travailleurs de la santé à risque élevé avaient des niveaux de stress élevés (score à la PSS-10 = 17,0), lesquels ne différaient pas significativement des niveaux du groupe témoin de travailleurs de la sante a faible risque (score a la PSS-10 = 15,9). Un plus grand nombre de travailleurs de la santé à risque élevé déclaraient de la fatigue, un mauvais sommeil, des inquietudes pour leur sante, et la crainte des contacts sociaux, malgré leur confiance dans les mesures de contrôle de l'infection. En 2004, cependant, les niveaux de stress du groupe à risque élevé étaient non seulement plus hauts (score à la PSS-10 = 18,6) mais aussi significativement plus élevés que les scores du groupe témoin de travailleurs de la santé à faible risque (score a la PSS-10 = 14,8, P<0,05). En 2004, les niveaux de stress percu du groupe a risque élevé étaient associés avec des scores de stress plus élevés de dépression, d'anxiété et post-traumatique (P<0,00 1). Les scores de stress post-traumatique étaient un médiateur partiel de la relation entre le risque élevé d'exposition au SRAS et un stress percu élevé. Conclusions : Les travailleurs de la santé qui étaient à risque élevé de contracter le SRAS semblent avoir non seulement un stress chronique mais aussi des niveaux élevés de dépression et d'anxiété. Les employés de premiere ligne pourraient bénéficier de gestion du stress dans le cadre de la préparation à d'autres épidémies.",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health Behavior,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valuation of Environmental Effects,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ecological Economics: Ecosystem Services; Biodiversity Conservation; Bioeconomics; Industrial Ecology,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Land Use Patterns,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reid, S. W. J.",,,SALMONELLA typhimurium,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Maskell, D. J.",,,ZOONOSES,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Parkhill, J.",,,BACTERIAL genetics,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fookes, M. C.",,,GENOTYPE-environment interaction,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Harris, S. R.",,,BACTERIAL genomes,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brown, D. J.",,,SALMONELLA diseases,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Coia, J. E.",,,MULTIDRUG resistance,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mulvey, M. R.",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gilmour, M. W.",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Petrovska, L.",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"de Pinna, E.",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kuroda, M.",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Akiba, M.",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Izumiya, H.",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Connor, T. R.",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Suchard, M. A.",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lemey, P.",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mellor, D. J.",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Haydon, D. T.",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Royal Veterinary College, North Mymms, Hatfield AL9 7TA, UK",,,,,,,,,,,,,,,,,,
